Dataset,Number of Records,X,Y
2,1,66.00445437,52.68466915
2,1,37.02325625,32.11848168
2,1,34.69827009,36.47535414
2,1,34.86344417,30.93927452
2,1,31.09006508,32.38375472
2,1,34.92130615,35.41843805
2,1,30.34336118,32.52456317
2,1,35.48332887,44.49163493
2,1,33.23491043,38.50248372
2,1,35.43994362,47.79751769
2,1,33.87350952,37.05602845
2,1,28.5641378,34.62639972
2,1,31.31954867,31.66399053
2,1,30.79617438,23.51903436
2,1,34.23335544,22.4959116
2,1,36.63078771,31.47683126
2,1,34.5486191,26.11108787
2,1,37.5196356,29.26760589
2,1,62.42569733,34.04420627
2,1,64.32038379,31.78562949
2,1,65.44553251,43.27349919
2,1,64.32563159,41.61597638
2,1,65.2643382,35.71754478
2,1,66.38870418,38.84474434
2,1,68.19142282,45.16948648
2,1,68.54066245,48.43852634
2,1,67.66143127,51.06858459
2,1,68.67551605,50.46523481
2,1,69.08170998,55.4740531
2,1,69.04871649,66.36604575
2,1,67.30822338,71.59029658
2,1,38.71489941,76.39697782
2,1,35.54809488,89.30497584
2,1,36.71067294,86.074967
2,1,64.91266244,87.64579606
2,1,66.06413574,89.20866858
2,1,64.93592948,87.07213812
2,1,67.02655071,76.22251533
2,1,65.31403223,77.93874403
2,1,64.29521778,84.12585721
2,1,38.79801214,74.61063043
2,1,34.67575731,79.63759877
2,1,30.71926194,58.81206008
2,1,34.10515093,64.12919723
2,1,33.42337185,67.09574336
2,1,66.31380967,98.93102704
2,1,65.30963145,98.16515684
2,1,65.71407607,99.28376395
2,1,67.59345319,90.95190983
2,1,66.38801732,89.28123047
2,1,67.80618811,91.68817735
2,1,70.96261031,86.51812135
2,1,71.99363717,78.82094807
2,1,72.47983433,80.80068306
2,1,74.07842923,72.95153085
2,1,72.03628802,69.71604842
2,1,72.99818627,59.66564471
2,1,74.81213123,57.58988376
2,1,73.02730502,46.27418787
2,1,77.06711193,51.48691819
2,1,75.01713687,46.62244265
2,1,76.66530773,38.44025097
2,1,77.91587423,45.92684338
2,1,73.74204608,39.12098532
2,1,75.32981579,32.83035192
2,1,63.41043551,38.37773561
2,1,68.85648667,43.08414721
2,1,66.33778505,33.30651
2,1,64.2037185,26.6441143
2,1,64.49863484,22.86350133
2,1,68.89099061,27.29620567
2,1,72.37152334,21.96163975
2,1,69.76542497,19.99985045
2,1,68.62131244,18.91567644
2,1,64.29773717,20.42874969
2,1,66.69926509,18.59108534
2,1,67.54452768,16.44793813
2,1,63.94695198,18.69284545
2,1,64.38819207,15.77281228
2,1,65.57004569,23.76575822
2,1,38.40283688,19.04685867
2,1,37.83236002,14.46948945
2,1,36.90416117,13.58381575
2,1,36.28614305,17.10577073
2,1,62.7866326,13.9189931
2,1,66.81767922,11.41249716
2,1,66.75502141,18.08530514
2,1,65.41552839,10.46351221
2,1,36.94633144,13.5143775
2,1,37.82543474,9.601034295
2,1,36.72283794,9.333302107
2,1,67.07332178,6.049214582
2,1,64.60181811,12.00191696
2,1,65.43728218,15.54538608
2,1,67.00402238,15.34582664
2,1,66.72419207,5.249805481
2,1,68.30761876,13.28091652
2,1,68.76804828,13.52145655
2,1,74.16727175,5.349880873
2,1,64.90035797,16.24525837
2,1,68.76343355,8.700572944
2,1,66.81691392,12.27329434
2,1,67.30934665,0.21700627
2,1,34.73182931,19.60179507
2,1,33.67444215,26.09049021
2,1,75.62725502,37.12875195
2,1,40.61012542,89.13623987
2,1,39.11436646,96.48175132
2,1,34.58382893,89.58890199
3,1,53.36656687,90.20803001
3,1,52.80197936,90.08806451
3,1,47.05412988,90.45893603
3,1,42.44843378,89.50770012
3,1,42.70403632,90.44262886
3,1,32.37893863,90.14414263
3,1,32.53070274,70.15739651
3,1,33.36526443,70.45933544
3,1,32.65609918,70.0510705
3,1,22.95509327,70.42689515
3,1,27.14984363,70.21080584
3,1,26.16690928,70.50031512
3,1,26.33145708,50.49455653
3,1,22.00370914,50.49944012
3,1,23.28474798,50.47435283
3,1,27.63403839,50.50366686
3,1,32.037108,50.50006612
3,1,29.33651065,50.46189397
3,1,40.81695313,50.4877602
3,1,42.73907512,50.48315599
3,1,51.86789377,50.49327326
3,1,43.37100189,50.50083732
3,1,53.0427983,50.48750387
3,1,56.6189103,50.50337402
3,1,70.56828982,50.49623612
3,1,67.87088729,70.06802614
3,1,58.82154659,70.45578175
3,1,60.18692784,70.48355125
3,1,59.43551749,50.42063261
3,1,49.58584348,50.43498138
3,1,41.77974179,50.47064228
3,1,46.12768634,30.44941078
3,1,38.03378377,50.49089952
3,1,44.54684128,50.41591338
3,1,46.2381176,30.49561294
3,1,49.73974533,30.47272489
3,1,39.11025189,30.47869518
3,1,39.14283779,30.79285594
3,1,34.62547027,30.49974103
3,1,34.75420747,30.495865
3,1,36.75370024,50.5293043
3,1,37.01935129,50.4926667
3,1,41.41711528,50.46977342
3,1,22.81710748,30.43604034
3,1,34.80070146,30.49793139
3,1,27.8918898,30.48497026
3,1,32.87063916,30.50234175
3,1,37.79404941,30.49263834
3,1,35.6673163,30.52203505
3,1,48.4422995,30.50172278
3,1,58.66937326,30.5068379
3,1,47.91695544,30.48672576
3,1,51.89416639,30.49475568
3,1,51.74908916,30.47299334
3,1,58.246553,50.4428745
3,1,57.31069687,50.48251329
3,1,67.96804811,50.45215891
3,1,65.94931927,50.49424079
3,1,55.74709281,50.4789748
3,1,68.40301004,50.49862723
3,1,76.69646563,50.49383056
3,1,67.21483712,70.26002844
3,1,72.30200573,70.22043738
3,1,66.76325739,70.47386171
3,1,51.68030044,89.99702755
3,1,53.09655736,89.54024371
3,1,42.24229294,89.70857859
3,1,56.23387566,89.63530816
3,1,54.68098658,89.96459946
3,1,57.90268661,89.61840173
3,1,51.82026255,89.8341304
3,1,56.82839534,89.58366473
3,1,58.27227859,69.90027296
3,1,51.82812745,70.35264921
3,1,44.84998426,70.39520297
3,1,24.27038239,50.48556769
3,1,34.74247144,70.33993489
3,1,37.79931493,70.46953588
3,1,49.78694107,89.65804699
3,1,59.75149741,89.73193252
3,1,64.77479924,90.13231674
3,1,70.8444476,89.92420902
3,1,70.60594551,90.04206196
3,1,78.64248839,89.55120323
3,1,70.81069225,89.59265401
3,1,66.76994662,70.42337521
3,1,73.33636816,70.31692717
3,1,73.10514816,70.30051188
3,1,74.67825414,70.44531419
3,1,80.24025095,70.35430896
3,1,70.94684907,50.47270179
3,1,88.66266381,50.45532602
3,1,84.40595283,50.49486589
3,1,75.98710471,50.49196696
3,1,91.11208542,50.48938939
3,1,98.28812328,30.60391937
3,1,95.06527484,30.50040287
3,1,95.24923396,30.45945421
3,1,49.65612629,50.43131987
3,1,63.01860093,30.49258193
3,1,70.5382006,30.48355825
3,1,70.08686977,30.51004482
3,1,62.68569044,30.54642456
3,1,69.23941796,30.50600525
3,1,80.40023368,30.48500638
3,1,74.64787823,30.67386286
3,1,65.99527272,30.47502419
3,1,67.088559,30.49452395
3,1,59.85257703,10.54318778
3,1,53.74899007,10.52257453
3,1,58.23909552,10.49489903
3,1,54.8103005,10.72492928
3,1,52.97671232,10.85949028
3,1,52.20389393,10.49563692
3,1,50.74516224,10.52490557
3,1,42.71319362,10.48754724
3,1,45.31722551,10.49587339
3,1,53.11691504,10.5068606
3,1,57.04980182,10.50813694
3,1,54.85463095,10.46391519
3,1,54.92484256,10.49833194
3,1,63.30955403,10.48881424
3,1,49.74949841,10.48580291
3,1,41.16931042,10.49730024
3,1,46.6883405,10.50753214
3,1,52.41892192,10.49590636
3,1,50.87848838,10.50308988
3,1,57.05330614,10.51406924
3,1,70.78645116,10.51369504
3,1,56.77214957,10.50327235
3,1,75.47722202,10.51856804
3,1,76.76591215,10.49699906
3,1,77.62104913,10.49587423
3,1,65.41448705,10.68184013
3,1,69.9647805,10.50723293
3,1,64.96973826,10.48215951
3,1,38.05024078,30.40794603
3,1,42.22412022,30.49803716
3,1,87.6984643,50.48993653
3,1,52.36033107,89.70431701
3,1,51.40678679,89.71213855
3,1,43.58846847,89.74553655
4,1,55.3846,97.1795
4,1,51.5385,96.0256
4,1,46.1538,94.4872
4,1,42.8205,91.4103
4,1,40.7692,88.3333
4,1,38.7179,84.8718
4,1,35.641,79.8718
4,1,33.0769,77.5641
4,1,28.9744,74.4872
4,1,26.1538,71.4103
4,1,23.0769,66.4103
4,1,22.3077,61.7949
4,1,22.3077,57.1795
4,1,23.3333,52.9487
4,1,25.8974,51.0256
4,1,29.4872,51.0256
4,1,32.8205,51.0256
4,1,35.3846,51.4103
4,1,40.2564,51.4103
4,1,44.1026,52.9487
4,1,46.6667,54.1026
4,1,50,55.2564
4,1,53.0769,55.641
4,1,56.6667,56.0256
4,1,59.2308,57.9487
4,1,61.2821,62.1795
4,1,61.5385,66.4103
4,1,61.7949,69.1026
4,1,57.4359,55.2564
4,1,54.8718,49.8718
4,1,52.5641,46.0256
4,1,48.2051,38.3333
4,1,49.4872,42.1795
4,1,51.0256,44.1026
4,1,45.3846,36.4103
4,1,42.8205,32.5641
4,1,38.7179,31.4103
4,1,35.1282,30.2564
4,1,32.5641,32.1795
4,1,30,36.7949
4,1,33.5897,41.4103
4,1,36.6667,45.641
4,1,38.2051,49.1026
4,1,29.7436,36.0256
4,1,29.7436,32.1795
4,1,30,29.1026
4,1,32.0513,26.7949
4,1,35.8974,25.2564
4,1,41.0256,25.2564
4,1,44.1026,25.641
4,1,47.1795,28.718
4,1,49.4872,31.4103
4,1,51.5385,34.8718
4,1,53.5897,37.5641
4,1,55.1282,40.641
4,1,56.6667,42.1795
4,1,59.2308,44.4872
4,1,62.3077,46.0256
4,1,64.8718,46.7949
4,1,67.9487,47.9487
4,1,70.5128,53.718
4,1,71.5385,60.641
4,1,71.5385,64.4872
4,1,69.4872,69.4872
4,1,46.9231,79.8718
4,1,48.2051,84.1026
4,1,50,85.2564
4,1,53.0769,85.2564
4,1,55.3846,86.0256
4,1,56.6667,86.0256
4,1,56.1538,82.9487
4,1,53.8462,80.641
4,1,51.2821,78.718
4,1,50,78.718
4,1,47.9487,77.5641
4,1,29.7436,59.8718
4,1,29.7436,62.1795
4,1,31.2821,62.5641
4,1,57.9487,99.4872
4,1,61.7949,99.1026
4,1,64.8718,97.5641
4,1,68.4615,94.1026
4,1,70.7692,91.0256
4,1,72.0513,86.4103
4,1,73.8462,83.3333
4,1,75.1282,79.1026
4,1,76.6667,75.2564
4,1,77.6923,71.4103
4,1,79.7436,66.7949
4,1,81.7949,60.2564
4,1,83.3333,55.2564
4,1,85.1282,51.4103
4,1,86.4103,47.5641
4,1,87.9487,46.0256
4,1,89.4872,42.5641
4,1,93.3333,39.8718
4,1,95.3846,36.7949
4,1,98.2051,33.718
4,1,56.6667,40.641
4,1,59.2308,38.3333
4,1,60.7692,33.718
4,1,63.0769,29.1026
4,1,64.1026,25.2564
4,1,64.359,24.1026
4,1,74.359,22.9487
4,1,71.2821,22.9487
4,1,67.9487,22.1795
4,1,65.8974,20.2564
4,1,63.0769,19.1026
4,1,61.2821,19.1026
4,1,58.7179,18.3333
4,1,55.1282,18.3333
4,1,52.3077,18.3333
4,1,49.7436,17.5641
4,1,47.4359,16.0256
4,1,44.8718,13.718
4,1,48.7179,14.8718
4,1,51.2821,14.8718
4,1,54.1026,14.8718
4,1,56.1538,14.1026
4,1,52.0513,12.5641
4,1,48.7179,11.0256
4,1,47.1795,9.8718
4,1,46.1538,6.0256
4,1,50.5128,9.4872
4,1,53.8462,10.2564
4,1,57.4359,10.2564
4,1,60,10.641
4,1,64.1026,10.641
4,1,66.9231,10.641
4,1,71.2821,10.641
4,1,74.359,10.641
4,1,78.2051,10.641
4,1,67.9487,8.718
4,1,68.4615,5.2564
4,1,68.2051,2.9487
4,1,37.6923,25.7692
4,1,39.4872,25.3846
4,1,91.2821,41.5385
4,1,50,95.7692
4,1,47.9487,95
4,1,44.1026,92.6923
5,1,38.33775718,92.47271905
5,1,35.75187079,94.11676803
5,1,32.76721796,88.51829458
5,1,33.72960678,88.62226579
5,1,37.23824933,83.72492841
5,1,36.02719822,82.04078065
5,1,39.23928078,79.26372384
5,1,39.78452494,82.2605659
5,1,35.16602939,84.15649198
5,1,40.62211592,78.54210421
5,1,39.18190709,79.8190372
5,1,42.43088899,75.13363464
5,1,43.08125586,75.34670164
5,1,44.36071943,70.47420706
5,1,44.32477884,71.0459044
5,1,47.5521602,66.46040372
5,1,48.66492462,64.96100494
5,1,46.28063196,68.02842315
5,1,50.56324449,62.62382797
5,1,52.63096423,59.96393579
5,1,54.63620645,57.49384244
5,1,51.34602714,61.60055304
5,1,57.13485535,53.87796581
5,1,54.17124157,58.0598079
5,1,50.94238231,62.09739394
5,1,66.51292446,59.07128185
5,1,64.3979095,56.1748754
5,1,68.68659329,62.23734399
5,1,65.02779371,57.09625735
5,1,53.30450317,40.88384455
5,1,52.94517809,40.38462569
5,1,45.2257382,30.55522592
5,1,50.84330462,37.7446281
5,1,49.65929394,36.27344274
5,1,47.14278894,32.02506417
5,1,41.27005653,21.72181715
5,1,47.13012716,31.30990292
5,1,40.91597158,23.54159239
5,1,38.66016397,21.68954964
5,1,42.61255083,24.19505377
5,1,41.2090395,24.12870919
5,1,50.64922115,37.48379074
5,1,52.13190194,39.36460208
5,1,39.79727127,16.08354965
5,1,43.54988148,24.30721094
5,1,36.71466334,17.38180986
5,1,37.22461013,17.98006448
5,1,40.51244785,22.96221457
5,1,40.22206279,20.6146217
5,1,44.12496121,23.36624529
5,1,42.3462616,24.55832694
5,1,44.18908437,28.77262547
5,1,45.81424531,31.05697967
5,1,46.64311927,31.40721906
5,1,52.18988831,39.36779649
5,1,51.10031736,38.09569998
5,1,65.40083415,42.61403204
5,1,64.85203983,43.13373484
5,1,63.40380601,44.84749369
5,1,65.37154887,42.69597132
5,1,61.90803971,53.19035207
5,1,71.826653,65.68623036
5,1,72.65462316,66.87827761
5,1,76.88857816,72.16547208
5,1,43.74461968,71.26796108
5,1,39.05424844,83.1190207
5,1,39.93167463,79.939188
5,1,39.76282611,76.40596745
5,1,41.32338329,80.2118686
5,1,41.78732323,83.98807799
5,1,39.75564907,79.65709664
5,1,40.7498794,77.20465729
5,1,43.8568985,77.60984365
5,1,42.3678225,73.63827183
5,1,39.46295984,78.4599739
5,1,44.51733395,70.36934983
5,1,41.636093,76.24922292
5,1,45.42293218,69.09550167
5,1,42.00285627,97.83761472
5,1,76.10562903,95.30498058
5,1,79.20256268,92.40721563
5,1,84.84824409,95.42480453
5,1,81.56447532,83.79290723
5,1,85.4461864,83.07829385
5,1,80.31249138,76.51623895
5,1,80.7662323,79.89606568
5,1,82.67011248,81.71147985
5,1,77.16362548,73.52371896
5,1,74.07070003,68.47956429
5,1,74.11423087,71.92636352
5,1,68.94207546,62.63515058
5,1,73.24200233,67.35327113
5,1,71.86701316,34.32915759
5,1,71.56918885,34.69921861
5,1,71.48290969,34.68051699
5,1,78.12852205,23.13923184
5,1,78.78982525,25.59719335
5,1,77.7815468,23.44721448
5,1,48.53062937,34.15245001
5,1,65.53078147,42.2810847
5,1,70.11803414,36.44818479
5,1,70.47226261,36.08805306
5,1,76.79113007,28.07200817
5,1,72.40935459,33.03925697
5,1,76.27129982,25.56954415
5,1,76.95325914,27.77061074
5,1,75.10773009,30.01698342
5,1,75.9692852,29.03886538
5,1,75.28388701,24.87475317
5,1,77.05224064,27.90563909
5,1,42.82675634,25.55695941
5,1,42.08066069,24.94652645
5,1,39.87830465,18.32492922
5,1,36.47549917,17.71894779
5,1,37.10307364,15.44561165
5,1,34.14896821,13.52386987
5,1,37.57942191,15.01589013
5,1,41.06430579,12.21446893
5,1,42.19526615,20.91937219
5,1,36.60557824,15.74887589
5,1,39.43116121,19.32384075
5,1,37.56207634,11.9284457
5,1,34.23811004,13.71315823
5,1,34.14094104,4.57766135
5,1,36.6592677,17.68196446
5,1,40.64371928,20.24086137
5,1,36.79248159,13.39213473
5,1,75.94830064,22.74479592
5,1,76.84069247,20.91854722
5,1,81.95047764,19.87455821
5,1,81.64370569,16.59175999
5,1,84.61021978,14.2477619
5,1,84.10287943,8.98065579
5,1,80.18002545,19.08884413
5,1,80.57327299,8.365638902
5,1,79.00432687,10.62819777
5,1,40.04818647,24.26148793
5,1,34.79459354,13.96968346
5,1,79.22176444,22.09459148
5,1,36.03087977,93.12173324
5,1,34.49955831,86.60998505
5,1,31.10686656,89.46163524
6,1,58.21360826,91.88189151
6,1,58.19605369,92.21498865
6,1,58.71823072,90.31053209
6,1,57.27837287,89.90760672
6,1,58.08202049,92.00814501
6,1,57.48944778,88.08528556
6,1,28.08874132,63.51079443
6,1,28.08546821,63.59019695
6,1,28.08727305,63.12328281
6,1,27.57802522,62.82103866
6,1,27.77991911,63.51814752
6,1,28.58899982,63.02408057
6,1,28.7391415,62.72086389
6,1,27.02460324,62.90185887
6,1,28.8013367,63.38904039
6,1,27.18646384,63.55872965
6,1,29.2851466,63.38360583
6,1,39.4029453,51.1508572
6,1,28.81132844,61.35785406
6,1,34.30395791,56.54212591
6,1,29.60276098,60.15734672
6,1,49.11615686,63.66000062
6,1,39.61754583,62.92518796
6,1,43.23308466,63.16521872
6,1,64.89278794,65.81417676
6,1,62.49014932,74.58428961
6,1,68.98808443,63.23214731
6,1,62.10561863,75.99087076
6,1,32.46184674,62.88190292
6,1,41.32720065,49.07025127
6,1,44.00714993,46.44967379
6,1,44.07406069,34.55320389
6,1,44.00131524,33.90420735
6,1,45.00630045,38.29901955
6,1,44.44384061,36.0190833
6,1,42.1787134,26.49211948
6,1,44.04456562,35.66223828
6,1,41.64045402,27.09309542
6,1,41.93833001,24.99152298
6,1,44.05392751,33.5563925
6,1,39.20671933,51.5337157
6,1,28.70444923,61.7775254
